id,ctime,time,level,title,content
2354714,1777015349,2026/4/24 15:22:29,C,财政部：股票市场交易活跃 一季度证券交易印花税增长78.1%,【财政部：股票市场交易活跃 一季度证券交易印花税增长78.1%】财联社4月24日电，财政部国库支付中心主任王建勋在财政部新闻发布会上表示，一季度证券交易印花税增长78.1%，主要是股票市场交易活跃，成交金额增长。
2354716,1777015371,2026/4/24 15:22:51,C,财政部：一季度全国税收收入4.85万亿元 同比增长2.2%,【财政部：一季度全国税收收入4.85万亿元 同比增长2.2%】财联社4月24日电，财政部国库支付中心主任王建勋4月24日在财政部新闻发布会上表示，一季度全国税收收入4.85万亿元，同比增长2.2%。分税种看，国内增值税增长4.9%，主要受工业生产者出厂价格降幅收窄等因素带动。
2354717,1777015425,2026/4/24 15:23:45,C,财政部：一季度全国一般公共预算支出同比增长2.6% 支出进度为近五年来最快,【财政部：一季度全国一般公共预算支出同比增长2.6% 支出进度为近五年来最快】财联社4月24日电，财政部国库支付中心主任王建勋表示，一季度全国一般公共预算支出7.47万亿元，同比增长2.6%，支出规模为年初预算的24.9%，支出进度为近五年来最快。
2354718,1777015492,2026/4/24 15:24:52,B,501亿天量成交！新易盛今日成交额跻身A股历史第四,【501亿天量成交！新易盛今日成交额跻身A股历史第四】财联社4月24日电，受昨日晚间一季报业绩不及预期影响，CPO板块龙头新易盛今日放量大跌，截至收盘，该股跌幅达11.67%，单日跌幅创2025年9月4日以来新高。同时，其全天成交额高达501.03亿元，不仅刷新其上市以来最高纪录，同时在今日A股成交额榜单中位居第一。纵观A股历史，这一成交额位列第四，仅次于东方财富、中国石油与中国平安。（财联社 梓隆）
2354720,1777015574,2026/4/24 15:26:14,C,,财联社4月24日电，摩根士丹利将英特尔目标价从56美元上调至73美元。
2354723,1777015617,2026/4/24 15:26:57,C,财政部：今天上午已经成功发行首批超长期特别国债1190亿元,【财政部：今天上午已经成功发行首批超长期特别国债1190亿元】财联社4月24日电，财政部债务管理司副司长曲富国在财政部新闻发布会上表示，今年将发行1.3万亿超长期特别国债，近期全年发行安排已经对外公布，发行节奏与去年基本一致。今年超长期特别国债将靠前发行，今天上午已经成功发行首批超长期特别国债1190亿元；今年将继续均衡超长期特别国债的月度发行规模，保持适度均衡。
2354724,1777015662,2026/4/24 15:27:42,C,外交部：中方坚决反对美方污蔑抹黑中国人工智能产业发展成就,【外交部：中方坚决反对美方污蔑抹黑中国人工智能产业发展成就】财联社4月24日电，针对美方指责中国“偷窃”美国人工智能实验室知识产权的言论，外交部发言人郭嘉昆24日在例行记者会上答问时表示，美方有关说法毫无根据，是对中国人工智能产业发展成就的污蔑抹黑。中方对此坚决反对。我们敦促美方尊重事实，摒弃偏见，停止对华科技遏压，多做有利于两国科技交流与合作的事。
2354730,1777015856,2026/4/24 15:30:56,C,外交部：希望芬方理性客观地看待中国同其他国家正常发展关系,【外交部：希望芬方理性客观地看待中国同其他国家正常发展关系】财联社4月24日电，外交部发言人郭嘉昆主持例行记者会。有外媒记者提问，芬兰外交部长称，中国与俄罗斯关系密切，这将使未来任何欧中贸易协议难以达成。中方对此有何回应？如果推进与欧盟的贸易谈判以削弱对俄关系为代价，中国会如何考虑？郭嘉昆表示，中欧经贸关系的本质是互利共赢，双方在相互尊重的基础上加强对话协商，深化经贸合作，符合中欧共同利益，也是双方企业和民众的普遍期待。“我们希望芬方理性客观地看待中国同其他国家正常发展关系，秉持开放心态，不要将经贸问题政治化、泛安全化。”郭嘉昆说。
2354731,1777015863,2026/4/24 15:31:03,C,韩国减少对中东石油的依赖 转而从美洲和非洲进口,"【韩国减少对中东石油的依赖 转而从美洲和非洲进口】财联社4月24日电，韩国总统府幕僚长姜勋植周五表示，韩国通过从美洲和非洲进口更多原油，把对中东原油的依赖程度从69%降低到56%。油轮的运输路线也在进行多元化5月份，预计将有2,399万桶来自沙特阿拉伯和1,600万桶来自阿联酋的原油，通过不经过霍尔木兹海峡的航线进口。"
2354733,1777015879,2026/4/24 15:31:19,C,外交部：绝不允许日本军国主义死灰复燃,【外交部：绝不允许日本军国主义死灰复燃】财联社4月24日电，外交部发言人郭嘉昆4月24日主持例行记者会。在回答有关日本近期一系列动向的问题时，郭嘉昆表示，日本“新型军国主义”成势为患是不争的事实，构成现实的威胁。世人的眼睛是雪亮的，一个行动上推动修改宪法、放宽杀伤性武器出口、部署进攻性导弹、大幅扩充军费的日本，嘴上说得再天花乱坠，也掩盖不了为军事扩张铺路的真实意图。包括中国在内的地区国家必须保持高度警惕，共同捍卫二战胜利成果，绝不允许日本军国主义死灰复燃，绝不能让历史悲剧再度上演，绝不允许任何人、任何势力破坏和平，为祸地区。
2354729,1777015979,2026/4/24 15:32:59,C,两只大熊猫将前往亚特兰大 外交部：将为增进中美人民友谊做出新贡献,【两只大熊猫将前往亚特兰大 外交部：将为增进中美人民友谊做出新贡献】财联社4月24日电，外交部发言人郭嘉昆4月24日主持例行记者会。彭博社记者提问，据报道，两只大熊猫“平平”“福双”将从成都前往美国亚特兰大。您能否证实这一消息，并提供具体的启程时间？此外，在两国元首即将举行会晤之际，这一事件对中美关系又意味着什么？郭嘉昆表示，大熊猫是中国的国宝，也是世界人民友谊的使者和桥梁。“我们相信新一轮中美大熊猫保护合作，将为促进大熊猫健康福祉，提高大熊猫等濒危物种的保护能力，推进全球生物多样性保护和增进中美人民友谊作出新的贡献。”
2354739,1777016056,2026/4/24 15:34:16,C,康辰药业：筋骨草总环烯醚萜苷片上市许可申请获受理,【康辰药业：筋骨草总环烯醚萜苷片上市许可申请获受理】财联社4月24日电，康辰药业(603590.SH)公告称，公司近日收到国家药监局下发的《受理通知书》，公司拥有自主知识产权的中药创新药筋骨草总环烯醚萜苷片(简称“ZY5301”或“金草片”)药品上市许可申请获得受理。该药品是首个针对“盆腔炎性疾病后遗症慢性盆腔痛”的中药1.2类创新药，主要用于治疗盆腔炎性疾病后遗症引起的慢性盆腔痛。此前，该药品已完成Ⅲ期临床试验，主要研究终点达到方案预设的优效界值，安全性和耐受性良好。鉴于医药研发具有高风险、长周期等特征，本次研发进展对公司近期业绩不会产生重大影响。公司将积极推进药物研发进度，并及时履行信息披露义务。
2354746,1777016159,2026/4/24 15:35:59,C,财政部：一季度财政金融协同促内需一揽子政策累计惠及经营主体271万家、居民消费者5419万人次,【财政部：一季度财政金融协同促内需一揽子政策累计惠及经营主体271万家、居民消费者5419万人次】财联社4月24日电，财政部金融司副司长李楠4月24日在财政部新闻发布会上表示，从一季度执行情况看，财政金融协同促内需一揽子政策整体进展符合预期，政策效果逐步显现。在支持信贷投放、激发民间投资、促进居民消费等方面取得了阶段性成效，累计惠及经营主体271万家、居民消费者5419万人次。
2354748,1777016209,2026/4/24 15:36:49,C,,财联社4月24日电，加拿大皇家银行将英特尔目标价从48美元上调至80美元。
2354752,1777016328,2026/4/24 15:38:48,C,农业农村部：持续提升多元食物供给能力 拓展食物开发空间,【农业农村部：持续提升多元食物供给能力 拓展食物开发空间】财联社4月24日电，4月23日至24日，农业农村部在福建省福州市召开践行大食物观构建多元化食物供给体系推进会，交流各地各有关部门经验做法，研究推进重点工作。会议强调，要充分认识构建多元化食物供给体系的重大意义，聚焦优化布局、提质增效、消费引导，推动各项决策部署落地见效，持续提升多元食物供给能力。要优化产业结构和生产布局，立足资源禀赋，深挖资源潜力，拓展食物开发空间。要提高发展质量和效益，强化科技创新和绿色生产，健全农产品质量标准体系，促进产业链条延伸。要加强营养健康科普，引导膳食结构优化和节约减损。要加强谋划部署、部门协同和要素保障。
2354754,1777016471,2026/4/24 15:41:11,C,北京每万人口高价值发明专利拥有量达185.75件,【北京每万人口高价值发明专利拥有量达185.75件】财联社4月24日电，记者在24日召开的2025年北京知识产权保护状况新闻发布会上获悉，2025年，北京专利授权量174580件，其中发明专利授权量112788件。有效发明专利量74.8万件，同比增长12.74%。每万人口拥有高价值发明专利185.75件。 (新华社)
2354757,1777016483,2026/4/24 15:41:23,C,法国国民健康数据将从微软迁移至本土平台,【法国国民健康数据将从微软迁移至本土平台】财联社4月24日电，法国健康数据中心23日发布公报，宣布将选择法国本土云企业斯凯尔韦公司托管医保报销数据及其他具有重要价值的健康数据。此前该数据中心的数据托管服务由美国微软公司提供。 (新华社)
2354761,1777016613,2026/4/24 15:43:33,C,杭钢股份：第一季度净利润为960.76万元 同比扭亏为盈,【杭钢股份：第一季度净利润为960.76万元 同比扭亏为盈】财联社4月24日电，杭钢股份(600126.SH)公告称，2026年第一季度实现营业收入76.93亿元，同比下降46.71%；归属于上市公司股东的净利润为960.76万元，同比扭亏为盈。业绩变动主要系再生资源及再生科技公司本期不再纳入公司合并报表所致；净利润增加主要是宁波钢铁本期大幅减亏、数字经济产业盈利能力增长共同影响所致。小财注：公司Q1净利润0.1亿，2025年Q4净利润-0.76亿，据此计算，Q1净利润环比扭亏为盈。
2354764,1777016779,2026/4/24 15:46:19,C,东阿阿胶：第一季度净利润同比增长7.14%,【东阿阿胶：第一季度净利润同比增长7.14%】财联社4月24日电，东阿阿胶(000423.SZ)公告称，2026年第一季度实现营业收入18.14亿元，同比增长5.52%；归属于上市公司股东的净利润为4.55亿元，同比增长7.14%。小财注：公司Q1净利润4.55亿，2025年Q4净利润4.65亿，据此计算，Q1净利润环比下降2%。
2354765,1777016800,2026/4/24 15:46:40,C,财政部：截至上周累计4.1亿人次参与有奖发票试点活动 1.7亿人次中奖,【财政部：截至上周累计4.1亿人次参与有奖发票试点活动 1.7亿人次中奖】财联社4月24日电，财政部经济建设司副司长吴盖4月24日在财政部新闻发布会上表示，今年初，财政部会同商务部、国家税务总局确定了北京等50个城市安排100亿元中央财政补助资金，支持启动有奖发票试点工作。截至上周，50个试点城市已投放奖金36.8亿元，带动相关领域销售额约1600亿元，累计4.1亿人次参与活动，1.7亿人次中奖。
2354768,1777016906,2026/4/24 15:48:26,C,4月24日连板股分析：连板股晋级率仅二成 算力产业链持续调整,【4月24日连板股分析：连板股晋级率仅二成 算力产业链持续调整】今日共59股涨停，连板股总数8只，其中三连板及以上个股2只，上一交易日共9只连板股，连板股晋级率22.22%（不含ST股、退市股）。个股方面，全市场超3300只个股下跌，20股跌停，其中高度板（昨5连板）金螳螂跌停，人气股西部材料跌停。短线情绪低迷，市场连板高度降至3连板，昨日连板股中仅水发燃气、泰慕士两只晋级，其中水发燃气一字涨停，能够参与的仅有泰慕士一股。板块方面，算力产业链持续调整，新易盛业绩不及预期，大跌超11%，全天成交额高达501亿。此外，天孚通信跌超7%，工业富联、胜宏科技跌超4%；锂电产业链逆势走强，上游锂矿、盐湖提锂细分领涨，江特电机、科达制造、融捷股份、金圆股份等十余股涨停，消息面上，据生意社监测，碳酸锂4月23日最新价格170000.00元/吨，最近10天上涨8.28%，30天上涨13.33%，60天上涨17.24%。
2354772,1777016971,2026/4/24 15:49:31,C,广期所发布2026年劳动节期间交易时间安排,【广期所发布2026年劳动节期间交易时间安排】财联社4月24日电，广期所发布关于2026年劳动节期间交易时间安排的通知，根据《关于2026年部分节假日休市安排的通知》（广期所发〔2025〕414号）有关规定，现对2026年劳动节期间交易时间安排通知如下：5月1日（周五）至5月5日（周二）休市，5月6日（周三）起照常开市。5月9日（周六）为周末休市。请各会员单位做好客户交易时间安排的提示工作，确保市场平稳运行。
2354774,1777017007,2026/4/24 15:50:07,C,中信重工：一季度净利润同比增长4.57%,【中信重工：一季度净利润同比增长4.57%】财联社4月24日电，中信重工(601608.SH)公告称，2026年第一季度实现营业收入22.05亿元，同比增长0.58%；归属于上市公司股东的净利润为9508.19万元，同比增长4.57%。小财注：公司Q1净利润0.95亿，2025年Q4净利润0.91亿，据此计算，Q1净利润环比增长5%。
2354775,1777017015,2026/4/24 15:50:15,C,华润双鹤：拟2.35亿元收购新百药业100%股权,【华润双鹤：拟2.35亿元收购新百药业100%股权】财联社4月24日电，华润双鹤(600062.SH)公告称，公司拟以自有资金2.35亿元收购南京新百药业有限公司100%股权，交易对方为华润博雅生物制药集团股份有限公司及其子公司江西博雅医药投资有限公司。本次交易构成关联交易，不构成重大资产重组，无需提交股东会审议。标的公司新百药业主营生化药及化学药，2025年实现营业收入1.82亿元，净利润1506.28万元；2026年一季度营收4587.13万元，同比增长27.6%，净利润369.42万元，同比增长37.7%。此次收购旨在丰富公司产品线，发挥业务协同价值，提升公司在女性健康、心脑血管等领域的市场地位及综合竞争力。交易完成后，新百药业将成为公司全资子公司并纳入合并报表范围。
2354776,1777017027,2026/4/24 15:50:27,B,华特气体：深度布局HBM产业链 为其关键的TSV工艺提供先进刻蚀气体,【华特气体：深度布局HBM产业链 为其关键的TSV工艺提供先进刻蚀气体】财联社4月24日电，华特气体在互动平台表示，HBM凭借高带宽、低功耗、大容量的核心优势，成为解决AI时代GPU（图形处理单元）海量数据高速传输瓶颈的“刚需组件”，在高算力场景中具备不可替代性，其市场规模正随AI服务器渗透率提升呈指数级增长。公司深度布局HBM产业链，为其关键的TSV（硅通孔）工艺提供先进刻蚀气体。
2354779,1777017077,2026/4/24 15:51:17,C,国际能源署：伊朗战争将使天然气市场短缺再持续两年,【国际能源署：伊朗战争将使天然气市场短缺再持续两年】财联社4月24日电，国际能源署(IEA)表示，由于中东持续冲突及区域基础设施遭到破坏不断扰乱供应，全球天然气市场的紧张局面预计将在今年之后很长一段时间内持续。国际能源署在周五发布的报告指出，尽管新的产能正在陆续投产，但战争还是推迟了人们长久以来预期会出现的液化天然气供应过剩局面。主要由美国推动的产能扩张，其对市场的影响已被推迟“至少两年”。国际能源署表示，短期供应短缺和产能增长放缓的双重影响，可能导致2026年至2030年间出现液化天然气累计缺口约1200亿立方米。
2354773,1777017082,2026/4/24 15:51:22,B,单签最高盈利38.90万！联讯仪器创A股首日打新收益次高纪录,【单签最高盈利38.90万！联讯仪器创A股首日打新收益次高纪录】财联社4月24日电，今日，光通信测试仪器股联讯仪器登陆科创板。截至收盘，其首日涨幅高达875.82%，成为年内首日涨幅最高的新股。按单签500股计算，打新投资者首日盈利规模近35.86万元。若以盘中950.17%的最大涨幅测算，单签最大盈利可达38.90万元，这一数据超越了去年年末上市的摩尔线程，并在A股史上“最赚钱新股”排行榜中仅次于沐曦股份（相差0.62万元），暂居第二位。受首日大涨提振，联讯仪器今日收盘价达到799元，超越沐曦股份和摩尔线程，跃居A股股价排行榜第五名。（财联社 梓隆）
2354785,1777017271,2026/4/24 15:54:31,C,北方导航：一季度净亏损1572.38万元,【北方导航：一季度净亏损1572.38万元】财联社4月24日电，北方导航(600435.SH)公告称，2026年第一季度实现营业收入4.32亿元，同比增长22.69%；归属于上市公司股东的净利润亏损1572.38万元。业绩变动主要系本期销售回款同比增加，导致经营活动产生的现金流量净额同比增加。小财注：公司Q1净利润-0.16亿，2025年Q4净利润-0.04亿，据此计算，Q1净利润环比持续亏损。
2354787,1777017418,2026/4/24 15:56:58,C,云赛智联：第一季度净利润同比增长5.77%,【云赛智联：第一季度净利润同比增长5.77%】财联社4月24日电，云赛智联(600602.SH)公告称，2026年第一季度实现营业收入14.49亿元，同比增长2.76%；归属于上市公司股东的净利润为4455.11万元，同比增长5.77%。小财注：公司Q1净利润0.45亿，2025年Q4净利润0.49亿，据此计算，Q1净利润环比下降8%。
2354789,1777017497,2026/4/24 15:58:17,C,宗申动力：第一季度净利润同比下降24.16%,【宗申动力：第一季度净利润同比下降24.16%】财联社4月24日电，宗申动力(001696.SZ)公告称，2026年第一季度实现营业收入30.53亿元，同比下降5.36%；归属于上市公司股东的净利润为1.72亿元，同比下降24.16%。业绩变动主要系本期美元兑人民币汇率波动形成的汇兑损失同比增加，以及本期应收账款计提的坏账准备增加所致。
2354793,1777017668,2026/4/24 16:01:08,B,商务部将7家欧盟实体列入出口管制管控名单,【商务部将7家欧盟实体列入出口管制管控名单】财联社4月24日电，为维护国家安全和利益，履行防扩散等国际义务，根据《中华人民共和国出口管制法》和《中华人民共和国两用物项出口管制条例》等法律法规有关规定，决定将赫斯塔尔公司等7家欧盟实体列入出口管制管控名单，并采取以下措施：  一、禁止出口经营者向上述7家实体出口两用物项，禁止境外组织和个人将原产于中华人民共和国的两用物项转移或提供给上述7家实体；正在开展的相关活动应当立即停止。  二、特殊情况下确需出口的，出口经营者应当向商务部提出申请。  本公告自公布之日起正式实施。
2354796,1777017767,2026/4/24 16:02:47,C,土耳其宣布F1将于2027年重返伊斯坦布尔,【土耳其宣布F1将于2027年重返伊斯坦布尔】财联社4月24日电，土耳其当地时间4月24日宣布，世界一级方程式赛车锦标赛（F1）将于2027年起重返伊斯坦布尔公园赛道，并计划连续举办至少5年。当天，相关发布活动在伊斯坦布尔举行。土耳其总统埃尔多安、F1首席执行官斯蒂法诺·多梅尼卡利和国际汽车联合会主席穆罕默德·本·苏拉耶姆出席活动，共同宣布赛事回归。F1土耳其大奖赛曾于2005年至2011年间举行，并在2020年和2021年短暂回归。伊斯坦布尔公园赛道全长5.338公里，以复杂弯道设计著称。目前，赛事具体举办时间尚未公布。 (央视新闻)
2354804,1777017879,2026/4/24 16:04:39,C,,财联社4月24日电，美国标普500 E-MINI期货上涨0.14%，道琼斯期货下跌0.13%，纳斯达克100期货上涨0.65%。
2354805,1777017937,2026/4/24 16:05:37,B,,财联社4月24日电，英特尔美股盘前涨超21%。
2354806,1777017972,2026/4/24 16:06:12,B,商务部新闻发言人就将7家欧盟实体列入出口管制管控名单答记者问,【商务部新闻发言人就将7家欧盟实体列入出口管制管控名单答记者问】财联社4月24日电，商务部新闻发言人就将7家欧盟实体列入出口管制管控名单答记者问。问：2026年4月24日，商务部对外发布管控名单，请问有何考虑？答：根据《中华人民共和国出口管制法》和《中华人民共和国两用物项出口管制条例》等法律法规有关规定，中方决定将赫斯塔尔公司等7家欧盟实体列入出口管制管控名单，禁止出口经营者向上述实体出口两用物项，禁止境外组织和个人将原产于中华人民共和国的两用物项转移或提供给上述实体。此外，正在开展的相关活动应当立即停止。在措施公布前，中方已通过双边出口管制对话机制向欧方通报了有关情况。需要强调的是，中方依法列单的行为仅针对少数欧盟涉军实体，相关实体曾参与对台军售或与台勾连，相关措施仅针对两用物项，不影响中欧正常经贸往来，诚信守法的欧盟实体完全无需担心。中国政府将一如既往地与各国一道，坚定维护世界和平和周边地区稳定，共同保障全球产业链供应链稳定。
2354807,1777018000,2026/4/24 16:06:40,B,赤峰黄金：第一季度净利润同比增长104% 黄金价格同比较大幅度上涨,【赤峰黄金：第一季度净利润同比增长104% 黄金价格同比较大幅度上涨】财联社4月24日电，赤峰黄金(600988.SH)公告称，2026年第一季度实现营业收入35.54亿元，同比增长47.65%；归属于上市公司股东的净利润为9.88亿元，同比增长104.43%。业绩变动主要系公司持续优化生产组织与运营管理，并充分受益于黄金价格同比较大幅度上涨。小财注：公司Q1净利润9.88亿，2025年Q4净利润10.24亿，据此计算，Q1净利润环比下降3%。
2354809,1777018100,2026/4/24 16:08:20,C,皖仪科技：2025年净利润同比增长282.04%,【皖仪科技：2025年净利润同比增长282.04%】财联社4月24日电，皖仪科技(688600.SH)公告称，公司发布2025年年度报告，实现营业收入7.08亿元，同比下降4.40%；归属于上市公司股东的净利润为5504.12万元，同比增长282.04%。公司拟向全体股东每10股派发现金红利2.00元(含税)。小财注：公司Q4净利润0.29亿，Q3净利润0.25亿，据此计算，Q4净利润环比增长18%。
2354810,1777018106,2026/4/24 16:08:26,C,吉林省：一季度GDP同比增长4.5%,【吉林省：一季度GDP同比增长4.5%】财联社4月24日电，根据地区生产总值统一核算结果，一季度吉林全省地区生产总值（GDP）3347.42亿元，按不变价格计算，同比增长4.5%。分产业看，第一产业增加值169.63亿元，增长3.8%；第二产业增加值977.26亿元，增长3.7%；第三产业增加值2200.53亿元，增长4.8%。三次产业增加值占GDP比重分别为5.1%、29.2%和65.7%。
2354812,1777018188,2026/4/24 16:09:48,C,以军称空袭黎巴嫩南部两地军事设施,【以军称空袭黎巴嫩南部两地军事设施】财联社4月24日电，以色列国防军发言人阿德拉伊当地时间24日通过社交媒体发表声明称，以军空袭了黎巴嫩南部希尔贝特塞尔姆、图林两地的军事设施。声明称，黎巴嫩真主党曾利用这些设施策划针对以方的“恐怖袭击”，以军此次空袭是对黎真主党23日晚向以色列北部什图拉地区发射火箭弹的回应。 (央视新闻)
2354815,1777018209,2026/4/24 16:10:09,C,腾讯云TokenHub上架DeepSeek-V4,【腾讯云TokenHub上架DeepSeek-V4】财联社4月24日电，DeepSeek今天发布V4预览版，支持百万上下文长度。腾讯云TokenHub完成Day 0同步上架，首发提供 DeepSeek-V4 预览版 API 服务，对外定价与 DeepSeek 官方保持一致。海外同步上线腾讯云国际站新加坡节点，全球用户可用。腾讯云ADP、EdgeOne也已接入DeepSeek-V4 。支持用户快速构建基于新模型的Agent，零成本让DeepSeek V4嵌入现有网站服务。同时，腾讯云 TI-ONE、HCC 高性能计算集群完成适配，为企业提供从模型训练、精调到安全推理的完整底座服务。
2354820,1777018219,2026/4/24 16:10:19,C,招商公路：第一季度净利润同比增长1.50%,【招商公路：第一季度净利润同比增长1.50%】财联社4月24日电，招商公路(001965.SZ)公告称，2026年第一季度实现营业收入35.57亿元，同比增长26.90%；归属于上市公司股东的净利润为13.49亿元，同比增长1.50%。小财注：公司Q1净利润13.49亿，2025年Q4净利润5.98亿，据此计算，Q1净利润环比增长125%。
2354821,1777018251,2026/4/24 16:10:51,C,,财联社4月24日电，中国载人航天工程首批外籍航天员来华参加训练，2名巴基斯坦航天员已进入中国航天员科研训练中心。 (新华社)
2354819,1777018253,2026/4/24 16:10:53,C,恒生科技指数收涨0.75% 华虹半导体涨超15%,【恒生科技指数收涨0.75% 华虹半导体涨超15%】财联社4月24日电，香港恒生指数收涨0.24%，恒生科技指数收涨0.75%。芯片股领涨，华虹半导体涨超15%，中芯国际涨10%，权重科技股表现分化，阿里巴巴涨1%，百度涨近1%，美团跌近1%。光通信板块继续下挫，剑桥科技跌超12%，长飞光纤光缆跌超5%。
2354823,1777018541,2026/4/24 16:15:41,C,洛阳钼业：一季度净利润同比增长96.65%,【洛阳钼业：一季度净利润同比增长96.65%】财联社4月24日电，洛阳钼业(603993.SH)公告称，2026年第一季度实现营业收入664.03亿元，同比增长44.34%；归属于上市公司股东的净利润为77.60亿元，同比增长96.65%。业绩变动主要系主要产品价格上涨，以及公司生产运营管理能力稳步提升，主要产品产销量实现增长，实现利润同比上升。小财注：公司Q1净利润77.6亿，2025年Q4净利润60.59亿，据此计算，Q1净利润环比增长28%。
